top_n,max_per_sector,exit_rank_buffer,dma_exit,regime_dma,min_price,min_avg_value_cr,exit_cutoff,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate,trades,composite
12,4,18,200,200,100,0,30,22.56,0.98,1.365,-19.37,1.165,47.3,1168,1.1419
15,4,8,200,150,50,5,23,24.99,1.076,1.561,-23.56,1.061,50.5,1905,1.1412
12,3,23,250,150,0,5,35,25.43,1.06,1.543,-23.66,1.075,51.6,1410,1.1389
12,3,13,250,150,0,5,25,25.49,1.06,1.527,-23.73,1.074,52.7,1472,1.1382
10,4,23,250,200,100,0,33,23.02,0.97,1.372,-19.63,1.172,44.0,940,1.1368
10,3,23,200,200,50,0,33,24.78,1.019,1.408,-22.22,1.115,49.5,961,1.1362
12,3,18,200,150,0,5,30,25.18,1.039,1.53,-23.04,1.093,52.7,1402,1.1355
7,4,23,150,150,100,0,30,20.74,0.861,1.271,-15.74,1.318,46.2,870,1.134
15,2,13,200,200,0,5,28,24.07,0.971,1.326,-20.62,1.167,47.3,2043,1.1336
10,2,18,250,150,100,5,28,24.95,1.081,1.588,-23.8,1.048,51.6,1219,1.1333
12,3,18,100,150,50,5,30,26.45,1.116,1.634,-26.08,1.014,51.6,2302,1.1322
8,2,23,100,200,50,0,31,24.18,0.982,1.385,-20.97,1.153,47.3,1307,1.1318
12,2,8,200,150,100,5,20,23.76,1.024,1.499,-21.49,1.106,50.5,1772,1.1317
12,3,8,250,200,50,0,20,24.88,1.039,1.412,-22.84,1.089,47.3,1285,1.1315
10,2,13,200,150,0,5,23,24.57,1.018,1.473,-22.12,1.111,52.7,1218,1.1314
10,3,8,200,200,50,0,18,24.96,1.022,1.423,-22.55,1.107,47.3,1059,1.1314
15,4,23,150,150,50,5,38,24.63,1.068,1.544,-23.25,1.059,49.5,1983,1.1314
8,4,18,200,200,100,0,26,23.42,0.951,1.338,-19.68,1.19,41.8,798,1.1312
10,2,8,150,150,50,5,18,25.08,1.04,1.503,-23.11,1.085,50.5,1374,1.1283
10,3,8,150,200,50,0,18,24.66,1.005,1.382,-21.96,1.123,47.3,1178,1.128
12,4,18,100,200,50,0,30,25.17,1.056,1.438,-23.6,1.067,49.5,2310,1.1259
12,3,13,250,150,50,5,25,26.57,1.126,1.645,-26.58,1.0,52.7,1438,1.1258
7,2,13,100,150,50,0,20,25.29,1.046,1.561,-23.49,1.076,49.5,1240,1.1255
7,4,23,250,150,100,0,30,20.63,0.857,1.267,-15.71,1.314,45.1,821,1.1251
15,2,18,250,150,50,5,33,23.94,1.036,1.478,-22.07,1.085,50.5,1994,1.1237
15,4,13,150,150,0,5,28,25.19,1.062,1.569,-23.83,1.057,49.5,2082,1.1224
12,4,23,100,200,50,0,35,25.28,1.061,1.448,-23.9,1.058,48.4,2300,1.1223
8,3,13,150,200,100,0,21,22.85,0.918,1.277,-18.71,1.222,44.0,872,1.121
8,2,18,150,200,100,0,26,22.49,0.914,1.263,-18.34,1.226,44.0,890,1.1208
12,4,23,250,200,50,0,35,24.84,1.036,1.41,-23.03,1.079,47.3,1149,1.1172
10,2,13,150,150,0,5,23,24.57,1.015,1.468,-22.33,1.1,52.7,1318,1.1165
8,2,8,100,200,50,0,16,23.58,0.945,1.336,-20.01,1.178,47.3,1427,1.1131
8,2,23,150,200,100,0,31,22.35,0.908,1.253,-18.23,1.226,42.9,884,1.1128
15,2,8,250,150,0,5,23,24.14,1.021,1.463,-22.16,1.089,53.8,2819,1.1122
15,3,8,250,150,50,5,23,25.25,1.089,1.567,-24.75,1.02,51.6,2029,1.1115
12,4,8,250,200,50,0,20,23.95,0.992,1.353,-21.4,1.119,48.4,1257,1.1102
12,4,13,100,200,50,0,25,24.74,1.029,1.402,-22.96,1.077,48.4,2381,1.109
12,4,13,200,200,100,0,25,22.54,0.975,1.352,-19.83,1.137,47.3,1176,1.1084
10,3,23,250,200,50,0,33,24.7,1.008,1.383,-22.47,1.099,47.3,945,1.1081
10,4,8,250,200,100,0,18,22.29,0.941,1.316,-18.94,1.177,44.0,1028,1.1072
12,2,13,100,150,50,5,25,24.41,1.03,1.487,-22.75,1.073,53.8,2469,1.1052
12,4,8,200,150,0,5,20,25.36,1.062,1.544,-24.39,1.04,52.7,1506,1.1044
8,2,18,250,200,100,0,26,22.43,0.916,1.279,-18.61,1.205,44.0,802,1.104
7,4,23,100,200,50,0,30,25.33,0.988,1.399,-22.67,1.117,47.3,1198,1.1038
7,3,13,250,150,100,5,20,25.01,1.018,1.51,-23.11,1.082,49.5,856,1.1017
12,3,23,250,150,100,5,35,23.88,1.045,1.542,-22.69,1.052,49.5,1443,1.1
10,3,8,250,200,50,0,18,24.05,0.973,1.334,-21.28,1.13,47.3,1069,1.0997
8,2,18,200,150,100,5,26,25.46,1.062,1.58,-24.62,1.034,47.3,952,1.0977
7,3,18,100,150,50,0,25,25.14,1.02,1.528,-23.37,1.075,47.3,1225,1.0966
10,3,18,250,150,100,5,28,24.24,1.046,1.553,-23.12,1.048,48.4,1202,1.0964
8,2,23,100,150,100,0,31,23.24,0.992,1.463,-21.07,1.103,48.4,1465,1.0943
12,4,23,200,150,50,5,35,25.36,1.069,1.564,-24.78,1.023,50.5,1382,1.0938
7,3,18,200,200,50,0,25,25.17,0.988,1.415,-22.75,1.107,50.5,677,1.0934
15,3,18,200,200,0,5,33,24.35,0.979,1.35,-21.84,1.115,46.2,1563,1.0918
10,4,18,200,150,100,5,28,23.54,1.007,1.496,-21.72,1.084,45.1,1183,1.0917
8,3,13,150,150,100,5,21,24.88,1.03,1.54,-23.5,1.059,49.5,1021,1.0908
15,4,13,250,150,50,5,28,24.32,1.054,1.51,-23.5,1.035,51.6,1811,1.0907
7,4,13,150,200,50,0,20,24.82,0.967,1.369,-22.05,1.125,49.5,756,1.0887
8,4,13,150,150,100,5,21,24.85,1.029,1.538,-23.5,1.057,50.5,1025,1.0882
15,4,13,200,150,50,5,28,24.19,1.045,1.504,-23.22,1.042,50.5,1781,1.0881
12,4,23,200,200,100,0,35,21.42,0.918,1.278,-18.08,1.185,47.3,1165,1.0877
10,2,13,250,150,50,10,23,23.16,0.949,1.368,-20.21,1.146,50.5,1265,1.0873
10,3,23,150,200,50,0,33,24.26,0.993,1.345,-22.17,1.095,48.4,1087,1.0869
7,2,8,100,200,50,0,15,25.14,0.978,1.39,-22.63,1.111,46.2,1242,1.0864
15,4,13,150,150,50,5,28,24.64,1.068,1.544,-24.22,1.017,50.5,2037,1.0861
8,3,13,100,150,100,0,21,23.58,1.013,1.484,-21.99,1.072,53.8,1530,1.0859
12,4,13,250,150,50,5,25,25.37,1.066,1.555,-24.93,1.017,51.6,1436,1.0844
15,4,8,200,150,100,5,23,22.85,1.012,1.468,-21.35,1.07,50.5,1993,1.0833
15,4,8,250,150,50,5,23,24.59,1.058,1.527,-24.03,1.023,51.6,1918,1.0823
15,4,13,100,200,50,0,28,23.88,1.027,1.39,-22.66,1.054,46.2,3017,1.082
15,2,18,250,200,0,5,33,23.59,0.953,1.291,-20.81,1.134,46.2,1755,1.08
8,3,18,200,150,100,5,26,25.41,1.052,1.583,-24.75,1.027,47.3,964,1.0798
8,2,23,200,150,100,5,31,25.32,1.057,1.576,-24.79,1.021,47.3,942,1.0793
12,4,18,250,200,50,0,30,24.53,1.019,1.386,-23.16,1.059,47.3,1164,1.0792
7,3,13,200,150,100,5,20,25.5,1.024,1.538,-24.25,1.051,48.4,864,1.0768
12,4,13,100,150,100,0,25,22.53,1.015,1.477,-21.25,1.06,48.4,2392,1.0759
10,2,13,200,200,100,5,23,24.32,1.009,1.396,-22.81,1.066,47.3,1032,1.0755
10,4,8,150,200,100,0,18,21.6,0.898,1.245,-18.04,1.197,42.9,1162,1.0747
7,4,18,100,150,50,0,25,25.07,1.018,1.524,-23.74,1.056,47.3,1254,1.0746
15,2,8,150,150,50,5,23,23.93,1.037,1.484,-23.09,1.037,52.7,3036,1.0745
8,2,13,100,150,100,0,21,23.25,0.99,1.459,-21.42,1.085,49.5,1487,1.0741
15,4,8,250,150,0,5,23,24.74,1.045,1.51,-24.08,1.028,51.6,1969,1.074
12,2,13,150,150,100,5,25,23.96,1.033,1.514,-23.05,1.04,51.6,1729,1.0734
7,3,8,100,200,50,0,15,25.43,0.986,1.396,-23.37,1.088,46.2,1261,1.073
8,2,13,100,150,50,5,21,25.33,1.031,1.507,-24.33,1.041,50.5,1452,1.073
8,2,18,100,150,50,5,26,25.24,1.03,1.501,-24.25,1.041,51.6,1420,1.072
10,2,23,250,200,0,5,33,23.47,0.904,1.24,-19.81,1.185,45.1,1007,1.0711
15,3,23,200,200,0,5,38,24.13,0.97,1.336,-21.86,1.104,46.2,1529,1.0707
8,3,13,200,150,100,5,21,24.99,1.028,1.539,-23.99,1.042,48.4,979,1.0706
12,2,13,100,150,0,5,25,24.43,1.018,1.482,-23.25,1.051,52.7,2537,1.0702
8,4,13,200,150,100,5,21,24.79,1.023,1.538,-23.7,1.046,49.5,978,1.0701
10,4,23,200,150,100,5,33,23.53,1.006,1.492,-22.13,1.063,46.2,1173,1.0695
10,4,23,250,200,50,0,33,24.42,0.989,1.346,-22.59,1.081,45.1,947,1.0693
12,3,23,100,150,0,5,35,26.23,1.085,1.584,-26.63,0.985,49.5,2212,1.0688
15,2,18,150,150,50,5,33,23.27,0.999,1.421,-21.76,1.069,50.5,2236,1.0687
7,2,8,200,150,100,0,15,21.53,0.901,1.343,-18.17,1.185,48.4,862,1.0679
8,3,8,200,200,100,0,16,23.2,0.936,1.312,-20.34,1.14,44.0,843,1.0672
7,3,13,150,200,50,0,20,24.61,0.957,1.353,-22.08,1.115,49.5,754,1.0668
8,2,18,100,200,50,0,26,23.56,0.944,1.335,-20.87,1.129,46.2,1306,1.0656
12,4,8,250,150,50,5,20,25.42,1.066,1.545,-25.44,0.999,51.6,1495,1.0653
15,2,8,200,150,50,5,23,23.74,1.029,1.478,-22.94,1.035,52.7,2734,1.0646
8,2,23,150,150,100,5,31,25.04,1.047,1.558,-24.63,1.017,48.4,994,1.0644
10,2,13,200,150,50,10,23,22.66,0.917,1.316,-19.52,1.161,49.5,1246,1.0639
10,2,13,100,150,50,5,23,25.41,1.038,1.512,-24.84,1.023,53.8,1861,1.0622
12,4,13,200,150,50,5,25,25.19,1.048,1.529,-24.86,1.013,51.6,1425,1.0622
8,2,18,100,150,100,0,26,23.22,0.99,1.462,-21.67,1.072,48.4,1469,1.0613
7,3,13,100,150,50,0,20,25.04,1.031,1.522,-24.34,1.029,49.5,1280,1.0607
15,4,23,200,150,50,5,38,23.81,1.033,1.496,-23.21,1.026,49.5,1750,1.0596
8,2,18,150,150,100,5,26,24.94,1.04,1.549,-24.51,1.018,48.4,1003,1.0586
7,2,23,200,150,100,5,30,24.54,0.981,1.469,-22.75,1.078,47.3,851,1.058
7,2,18,200,150,100,5,25,24.55,0.979,1.47,-22.75,1.079,46.2,848,1.0563
10,3,23,100,200,50,0,33,23.47,0.947,1.282,-21.05,1.115,46.2,1816,1.0561
12,4,13,200,150,0,5,25,24.87,1.028,1.497,-24.23,1.027,52.7,1440,1.0554
8,2,18,200,150,50,5,26,24.51,1.014,1.47,-23.57,1.04,52.7,957,1.054
7,2,13,100,200,50,0,20,24.59,0.954,1.352,-22.26,1.104,47.3,1209,1.0537
10,4,23,150,200,50,0,33,24.32,0.991,1.347,-22.87,1.063,47.3,1075,1.0536
8,2,13,200,150,50,5,21,24.57,1.007,1.45,-23.49,1.046,49.5,964,1.0535
8,3,23,200,150,100,5,31,25.29,1.045,1.572,-25.09,1.008,48.4,960,1.0534
15,4,23,250,200,0,5,38,24.59,0.986,1.363,-23.03,1.068,47.3,1486,1.0532
12,2,18,200,150,100,5,30,24.02,1.034,1.51,-23.62,1.017,47.3,1514,1.0513
8,3,23,100,200,100,0,31,22.98,0.928,1.294,-20.31,1.132,48.4,1448,1.0504
7,4,18,200,200,50,0,25,24.69,0.963,1.369,-22.63,1.091,50.5,683,1.0503
10,4,13,150,200,50,0,23,24.01,0.969,1.32,-22.17,1.083,47.3,1116,1.0496
7,2,13,100,150,100,0,20,21.14,0.878,1.299,-17.69,1.195,49.5,1302,1.0492
12,4,8,100,150,100,0,20,22.0,0.981,1.419,-20.57,1.069,50.5,2513,1.0488
12,2,23,200,150,100,5,35,23.96,1.034,1.518,-23.62,1.014,48.4,1507,1.0483
15,4,18,200,150,50,5,33,23.73,1.026,1.485,-23.25,1.021,49.5,1762,1.047
8,2,8,200,150,100,5,16,26.12,1.076,1.598,-26.87,0.972,49.5,1026,1.0466
8,4,18,200,150,100,5,26,24.86,1.028,1.549,-24.44,1.017,49.5,966,1.0459
15,4,23,250,150,50,5,38,23.73,1.033,1.487,-23.44,1.012,50.5,1773,1.0459
7,4,13,200,200,50,0,20,24.48,0.958,1.343,-22.44,1.091,49.5,706,1.0447
12,4,18,200,150,50,5,30,25.08,1.052,1.536,-25.25,0.993,50.5,1388,1.0447
12,4,8,250,150,0,5,20,24.68,1.03,1.496,-24.35,1.013,52.7,1510,1.0439
8,4,13,100,150,100,0,21,22.51,0.955,1.388,-20.6,1.093,50.5,1531,1.0435
15,2,23,150,200,0,5,38,23.3,0.935,1.269,-20.88,1.116,46.2,1955,1.0435
8,3,8,150,200,100,0,16,22.86,0.92,1.29,-20.16,1.134,42.9,916,1.0432
10,4,23,200,200,50,0,33,24.88,1.017,1.399,-24.27,1.025,46.2,956,1.043
8,3,8,100,200,50,0,16,24.41,0.974,1.353,-22.83,1.069,47.3,1490,1.0419
8,3,13,100,200,100,0,21,22.94,0.924,1.286,-20.36,1.127,48.4,1470,1.0412
15,3,13,250,150,50,5,28,24.69,1.062,1.508,-25.2,0.98,50.5,1875,1.0409
10,4,8,200,200,50,0,18,24.52,0.997,1.384,-23.49,1.044,47.3,1054,1.0408
8,2,13,150,150,50,5,21,24.6,1.01,1.476,-23.89,1.03,50.5,1037,1.0401
15,3,13,200,150,50,5,28,24.32,1.046,1.491,-24.48,0.993,50.5,1850,1.0394
7,4,8,100,200,50,0,15,25.24,0.979,1.387,-23.78,1.061,46.2,1267,1.0392
8,2,23,100,150,100,5,31,25.3,1.051,1.557,-25.6,0.988,47.3,1482,1.0388
7,2,13,250,150,100,5,20,24.24,0.976,1.45,-22.77,1.065,46.2,874,1.0387
7,2,18,150,150,100,5,25,24.18,0.965,1.453,-22.48,1.076,48.4,894,1.0382
15,3,8,150,150,50,5,23,24.48,1.044,1.498,-24.61,0.995,50.5,2244,1.0381
12,3,23,100,150,50,5,35,25.66,1.083,1.584,-26.78,0.958,50.5,2297,1.038
12,4,23,150,150,50,5,35,24.98,1.048,1.537,-25.22,0.991,50.5,1536,1.0378
8,3,18,100,200,100,0,26,22.86,0.921,1.284,-20.31,1.126,48.4,1452,1.0367
8,4,13,150,200,100,0,21,22.25,0.886,1.23,-19.02,1.17,45.1,876,1.0363
10,2,23,100,150,0,5,33,24.38,0.994,1.428,-23.4,1.042,51.6,1821,1.0359
7,3,13,200,200,50,0,20,24.4,0.953,1.338,-22.46,1.086,49.5,709,1.0352
12,2,8,100,150,50,5,20,23.84,0.993,1.443,-22.91,1.041,52.7,2728,1.0337
7,4,13,100,150,50,0,20,24.92,1.027,1.516,-24.78,1.006,49.5,1267,1.033
7,2,8,150,150,100,0,15,21.09,0.876,1.307,-17.9,1.178,48.4,911,1.0323
12,3,18,100,150,0,5,30,25.77,1.061,1.555,-26.49,0.973,51.6,2229,1.0317
7,2,13,250,200,100,5,20,23.63,0.898,1.269,-20.59,1.148,44.0,730,1.0316
7,2,23,100,150,100,0,30,20.83,0.864,1.274,-17.46,1.193,48.4,1280,1.0316
15,3,8,200,200,0,5,23,23.37,0.932,1.282,-21.13,1.106,46.2,1788,1.0315
8,2,13,150,150,100,5,21,25.17,1.053,1.566,-25.69,0.98,48.4,1015,1.0314
15,4,18,150,150,50,5,33,23.92,1.03,1.485,-23.93,1.0,49.5,1977,1.0299
10,4,23,150,200,100,0,33,21.46,0.893,1.247,-18.62,1.152,44.0,1088,1.0296
15,4,18,250,150,50,5,33,23.63,1.028,1.482,-23.61,1.001,50.5,1769,1.0288
7,2,18,150,200,100,5,25,23.8,0.915,1.305,-21.19,1.123,42.9,790,1.028
8,4,23,200,150,100,5,31,24.81,1.026,1.547,-24.75,1.002,49.5,965,1.028
8,2,23,100,150,50,5,31,24.59,1.001,1.458,-23.96,1.026,51.6,1422,1.0276
10,3,13,100,200,50,0,23,23.08,0.924,1.251,-20.76,1.112,46.2,1914,1.0273
15,3,23,250,200,0,5,38,24.27,0.977,1.347,-23.09,1.051,46.2,1504,1.0273
10,3,13,150,200,50,0,23,23.45,0.948,1.289,-21.67,1.082,47.3,1134,1.0266
12,4,8,150,150,0,5,20,24.71,1.034,1.506,-24.9,0.992,52.7,1669,1.0264
8,4,23,150,200,100,0,31,22.54,0.903,1.253,-19.84,1.136,45.1,869,1.0256
15,2,8,100,200,50,0,23,23.71,1.022,1.355,-23.63,1.004,46.2,3728,1.0256
8,2,13,200,150,100,5,21,25.15,1.047,1.562,-25.68,0.979,47.3,967,1.0253
12,4,13,150,150,50,5,25,24.99,1.035,1.507,-25.23,0.99,50.5,1595,1.0249
15,4,13,200,200,0,5,28,24.15,0.963,1.322,-22.7,1.064,46.2,1603,1.0246
7,2,18,100,200,50,0,25,24.77,0.962,1.369,-23.28,1.064,47.3,1161,1.0233
12,4,18,100,200,100,0,30,22.03,0.942,1.308,-20.28,1.086,48.4,2361,1.0232
7,2,8,250,150,100,0,15,21.12,0.877,1.311,-18.12,1.165,48.4,866,1.0223
8,4,13,250,150,100,5,21,24.42,1.012,1.507,-24.18,1.01,49.5,980,1.0223
15,3,8,100,150,0,5,23,24.0,1.013,1.467,-23.86,1.006,50.5,3391,1.0187
8,2,13,250,150,50,5,21,24.19,0.997,1.437,-23.69,1.021,50.5,970,1.0183
8,2,13,100,200,100,0,21,21.95,0.887,1.228,-19.11,1.148,46.2,1460,1.0183
10,4,8,250,200,50,0,18,23.7,0.955,1.3,-22.23,1.066,47.3,1059,1.0181
15,2,18,150,200,0,5,33,23.01,0.918,1.245,-20.76,1.108,47.3,2088,1.018
8,3,13,250,150,100,5,21,24.55,1.017,1.513,-24.53,1.001,48.4,983,1.0178
7,2,13,100,150,100,5,20,25.04,0.994,1.481,-24.47,1.023,48.4,1316,1.0176
7,4,13,250,150,100,5,20,24.12,0.975,1.445,-23.11,1.044,48.4,854,1.0175
12,2,8,250,150,100,5,20,23.35,1.006,1.469,-23.09,1.011,50.5,1784,1.017
10,3,13,100,200,100,0,23,21.54,0.898,1.237,-19.04,1.132,46.2,1906,1.0159
15,3,13,100,200,50,0,28,23.54,1.011,1.353,-23.44,1.004,44.0,3035,1.0159
8,4,13,100,150,100,5,21,25.0,1.026,1.516,-25.28,0.989,52.7,1510,1.0145
12,4,18,150,150,50,5,30,24.63,1.027,1.5,-24.95,0.987,50.5,1544,1.0144
12,4,8,100,200,50,0,20,24.0,0.995,1.353,-23.55,1.019,46.2,2476,1.0139
7,2,23,150,200,100,5,30,23.66,0.908,1.294,-21.19,1.116,42.9,789,1.0138
8,2,13,100,150,100,5,21,24.97,1.034,1.518,-25.46,0.981,47.3,1493,1.0135
12,4,23,250,150,50,5,35,24.62,1.038,1.518,-25.24,0.975,50.5,1404,1.0126
12,4,18,200,150,0,5,30,24.38,0.997,1.468,-24.01,1.015,51.6,1424,1.0123
15,3,18,250,200,0,5,33,24.39,0.982,1.349,-23.66,1.031,46.2,1531,1.012
15,3,13,200,200,0,5,28,23.6,0.944,1.295,-22.04,1.07,46.2,1628,1.0109
15,4,8,100,200,100,0,23,22.62,1.006,1.382,-22.51,1.005,46.2,3305,1.0106
10,3,23,100,150,100,5,33,24.51,1.047,1.548,-25.39,0.965,49.5,1922,1.0104
8,3,8,250,200,100,0,16,23.02,0.927,1.302,-21.13,1.09,44.0,822,1.0101
12,4,18,250,150,50,5,30,25.0,1.055,1.542,-26.12,0.957,50.5,1404,1.0097
10,3,23,100,200,100,0,33,20.89,0.865,1.187,-17.91,1.166,47.3,1897,1.0088
8,2,18,250,150,50,5,26,24.02,0.99,1.432,-23.61,1.017,51.6,950,1.0076
15,3,23,250,150,50,5,38,24.2,1.042,1.488,-25.04,0.966,51.6,1819,1.0067
15,4,23,200,200,0,5,38,23.68,0.945,1.3,-22.24,1.065,47.3,1512,1.0064
15,3,18,200,150,50,5,33,23.83,1.029,1.471,-24.37,0.978,49.5,1806,1.0061
12,4,23,100,200,100,0,35,22.07,0.941,1.31,-20.65,1.069,50.5,2325,1.006
8,3,18,100,150,100,5,26,25.16,1.037,1.537,-25.97,0.969,52.7,1460,1.0047
8,3,23,100,150,100,5,31,25.16,1.037,1.537,-25.97,0.969,52.7,1460,1.0047
12,4,13,250,150,0,5,25,24.14,0.999,1.453,-24.0,1.006,52.7,1439,1.0045
8,4,8,100,150,100,0,16,22.31,0.945,1.383,-21.0,1.062,48.4,1556,1.0035
12,4,13,150,150,0,5,25,24.44,1.011,1.467,-24.63,0.992,53.8,1575,1.0035
10,4,8,150,200,50,0,18,23.84,0.963,1.322,-22.88,1.042,46.2,1175,1.0034
15,3,13,250,200,0,5,28,23.84,0.955,1.303,-22.7,1.05,45.1,1601,1.0031
15,3,13,100,150,0,5,28,24.13,1.024,1.492,-24.66,0.979,50.5,3219,1.0025
8,4,8,200,150,100,10,16,23.58,0.965,1.416,-22.7,1.039,48.4,953,1.0023
12,3,8,100,150,100,5,20,23.62,1.015,1.482,-23.92,0.988,48.4,2578,1.0023
12,2,8,250,200,0,5,20,23.81,0.947,1.282,-22.49,1.059,48.4,1482,1.0022
8,4,18,150,200,100,0,26,22.32,0.89,1.236,-19.84,1.125,45.1,874,1.0018
8,4,8,150,150,100,10,16,23.84,0.977,1.432,-23.28,1.024,48.4,1029,1.001
8,4,8,200,150,100,5,16,25.02,1.028,1.533,-25.7,0.974,46.2,1019,1.0006
12,2,8,150,150,100,5,20,23.12,0.991,1.446,-22.91,1.009,50.5,1976,1.0006
15,4,18,200,200,0,5,33,23.85,0.954,1.312,-22.74,1.049,47.3,1540,0.9999
10,2,8,100,150,0,5,18,24.46,1.004,1.451,-24.6,0.994,50.5,2008,0.9984
12,3,8,100,150,0,5,20,25.13,1.051,1.509,-26.45,0.95,51.6,2490,0.9984
7,3,18,100,200,50,0,25,24.95,0.967,1.375,-24.18,1.032,48.4,1161,0.9981
8,2,18,150,150,50,5,26,24.1,0.994,1.445,-23.99,1.005,51.6,1024,0.998
8,2,23,150,150,50,5,31,24.03,0.991,1.446,-23.86,1.007,51.6,1008,0.9977
10,3,18,100,200,50,0,28,23.09,0.927,1.255,-21.48,1.075,47.3,1839,0.9967
7,4,13,200,150,100,5,20,24.6,0.982,1.472,-24.25,1.014,47.3,862,0.9964
8,3,23,150,150,100,5,31,24.41,1.01,1.513,-24.76,0.986,48.4,1003,0.9961
8,3,18,150,150,100,5,26,24.41,1.01,1.513,-24.76,0.986,48.4,1004,0.9959
15,3,23,200,150,50,5,38,23.81,1.029,1.472,-24.6,0.968,49.5,1794,0.9959
7,2,23,150,150,100,5,30,23.68,0.945,1.418,-22.48,1.053,48.4,903,0.9955
8,4,18,150,150,100,5,26,24.53,1.014,1.525,-25.08,0.978,50.5,1028,0.9923
8,4,23,150,150,100,5,31,24.53,1.014,1.525,-25.08,0.978,50.5,1028,0.9923
10,2,23,150,200,0,5,33,23.46,0.905,1.239,-21.39,1.097,47.3,1137,0.9923
15,4,18,250,200,0,5,33,24.11,0.965,1.326,-23.46,1.028,47.3,1499,0.9919
8,2,18,100,150,100,5,26,24.9,1.03,1.518,-25.87,0.962,47.3,1483,0.9911
12,4,8,200,150,50,5,20,24.48,1.014,1.468,-25.07,0.977,51.6,1491,0.9907
8,2,18,100,200,100,0,26,21.8,0.879,1.216,-19.36,1.126,46.2,1462,0.9892
15,4,18,150,200,0,5,33,23.55,0.943,1.285,-22.46,1.049,47.3,1814,0.9884
10,4,13,100,150,50,5,23,25.14,1.018,1.471,-25.92,0.97,50.5,1851,0.9875
8,2,23,100,200,100,0,31,21.78,0.878,1.212,-19.36,1.125,46.2,1451,0.9872
10,4,18,150,200,100,0,28,21.3,0.883,1.235,-19.06,1.117,44.0,1104,0.9871
8,3,23,100,200,50,0,31,23.93,0.962,1.335,-23.37,1.024,46.2,1400,0.9855
7,4,13,250,200,50,0,20,23.72,0.924,1.293,-22.23,1.067,49.5,695,0.9854
8,3,8,200,150,100,5,16,25.05,1.023,1.521,-26.03,0.962,46.2,1023,0.985
8,4,8,100,200,50,0,16,23.94,0.955,1.328,-23.23,1.03,47.3,1509,0.9841
10,4,8,150,150,100,5,18,23.46,0.992,1.461,-23.63,0.992,46.2,1374,0.9841
10,2,8,100,150,100,5,18,23.64,0.999,1.471,-24.0,0.985,51.6,2138,0.9838
8,3,8,150,150,100,5,16,25.1,1.029,1.53,-26.25,0.956,49.5,1070,0.9833
12,2,13,250,150,100,5,25,23.57,1.013,1.484,-24.3,0.97,52.7,1573,0.9828
8,4,8,200,200,100,0,16,22.36,0.895,1.251,-20.37,1.098,42.9,838,0.9821
12,2,23,150,200,0,5,35,23.49,0.922,1.264,-22.06,1.065,45.1,1467,0.9818
8,2,23,200,150,50,5,31,23.6,0.972,1.406,-23.36,1.01,51.6,938,0.9815
10,3,18,150,200,50,0,28,23.17,0.935,1.269,-22.08,1.049,47.3,1097,0.9814
10,3,18,100,200,100,0,28,20.87,0.863,1.182,-18.35,1.137,48.4,1887,0.9813
10,2,8,100,150,50,5,18,24.55,1.005,1.443,-25.16,0.976,50.5,1960,0.9806
15,3,8,250,200,0,5,23,23.42,0.931,1.272,-22.24,1.053,45.1,1777,0.9804
7,2,23,100,150,100,5,30,24.68,0.986,1.468,-24.82,0.994,47.3,1253,0.9801
10,4,18,200,200,50,0,28,23.73,0.958,1.318,-23.19,1.023,46.2,968,0.9797
10,3,18,250,200,50,0,28,23.63,0.957,1.315,-23.13,1.022,46.2,962,0.978
7,3,18,200,150,100,5,25,24.55,0.984,1.475,-24.71,0.994,49.5,851,0.9777
7,3,23,200,150,100,5,30,24.55,0.984,1.475,-24.71,0.994,49.5,851,0.9777
12,4,13,100,200,100,0,25,22.2,0.948,1.316,-21.55,1.03,47.3,2333,0.977
7,3,13,250,200,100,5,20,23.85,0.916,1.286,-22.38,1.066,46.2,713,0.976
7,2,18,100,150,100,5,25,24.65,0.982,1.46,-24.82,0.993,48.4,1254,0.9752
15,4,13,200,150,100,5,28,22.35,0.986,1.435,-22.6,0.989,49.5,1894,0.9745
10,3,13,200,150,50,5,23,25.08,1.024,1.483,-26.35,0.952,52.7,1189,0.9744
10,3,18,100,150,100,5,28,24.26,1.036,1.536,-25.81,0.94,49.5,1912,0.9743
12,2,18,200,200,0,5,30,23.74,0.932,1.277,-22.71,1.045,47.3,1275,0.9738
10,4,23,100,150,50,5,33,25.16,1.028,1.489,-26.58,0.946,51.6,1795,0.9734
12,4,8,150,150,50,5,20,24.36,1.007,1.463,-25.23,0.966,51.6,1642,0.9725
12,4,18,250,150,0,5,30,23.88,0.985,1.441,-24.19,0.987,52.7,1444,0.9725
15,3,8,100,200,50,0,23,23.17,0.979,1.31,-23.32,0.993,45.1,3288,0.9725
10,4,18,150,200,50,0,28,23.77,0.96,1.302,-23.47,1.013,47.3,1078,0.9723
12,3,8,100,150,50,5,20,24.68,1.026,1.479,-26.05,0.947,52.7,2470,0.9714
15,3,18,250,150,50,5,33,23.78,1.021,1.454,-25.02,0.95,49.5,1813,0.9704
12,4,13,150,200,100,5,25,22.75,0.948,1.314,-22.26,1.022,45.1,1428,0.9687
10,4,18,250,200,50,0,28,23.42,0.941,1.28,-22.76,1.029,45.1,947,0.9685
