top_n,max_per_sector,exit_rank_buffer,dma_exit,regime_dma,min_price,min_avg_value_cr,exit_cutoff,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate,trades,composite
15,3,23,150,200,50,10,38,16.2,0.588,0.795,-28.15,0.576,44.0,2004,0.3384
8,3,8,150,200,100,10,16,17.32,0.629,0.874,-32.2,0.538,42.9,956,0.3382
8,3,23,100,150,50,10,31,17.99,0.665,0.969,-35.36,0.509,48.4,1482,0.3382
7,3,13,100,150,50,10,20,18.9,0.705,1.018,-39.42,0.48,50.5,1305,0.3381
10,3,18,250,200,100,10,28,17.25,0.648,0.899,-33.07,0.522,41.8,987,0.3381
8,4,13,200,150,50,10,21,18.07,0.67,0.972,-35.83,0.504,50.5,939,0.3376
12,4,13,200,200,0,10,25,17.53,0.63,0.861,-32.7,0.536,46.2,1268,0.3375
7,4,8,250,200,100,10,15,17.47,0.629,0.872,-32.59,0.536,40.7,715,0.3373
8,3,23,150,150,0,10,31,17.84,0.661,0.963,-34.96,0.51,47.3,1009,0.3373
12,3,23,250,200,50,10,35,17.12,0.625,0.853,-31.73,0.539,46.2,1192,0.337
12,2,13,250,200,0,10,25,16.58,0.586,0.793,-28.85,0.575,41.8,1417,0.3367
15,2,8,200,200,50,10,23,15.54,0.55,0.738,-25.41,0.612,42.9,2819,0.3365
8,4,23,200,150,50,10,31,17.77,0.66,0.959,-34.93,0.509,49.5,916,0.3357
15,2,8,200,150,100,10,23,15.07,0.583,0.817,-26.2,0.575,48.4,2908,0.3357
8,4,18,250,150,0,10,26,17.46,0.643,0.933,-33.47,0.522,49.5,928,0.3356
8,4,8,100,200,50,5,16,17.98,0.634,0.85,-33.98,0.529,45.1,1547,0.3355
12,4,23,250,200,50,10,35,17.3,0.637,0.874,-32.84,0.527,46.2,1177,0.3354
15,3,18,150,200,0,10,33,16.89,0.617,0.834,-31.1,0.543,44.0,1933,0.3352
8,4,13,100,200,100,10,21,18.08,0.664,0.922,-35.81,0.505,45.1,1516,0.335
12,4,23,150,200,0,10,35,17.76,0.644,0.883,-34.15,0.52,46.2,1529,0.335
15,4,23,200,200,0,10,38,17.09,0.622,0.85,-31.83,0.537,44.0,1579,0.3342
8,3,23,200,150,0,10,31,17.65,0.651,0.944,-34.37,0.513,47.3,931,0.3341
15,3,13,100,150,50,10,28,16.45,0.621,0.882,-30.57,0.538,46.2,3414,0.3341
15,4,23,200,200,100,10,38,16.0,0.605,0.819,-29.03,0.551,41.8,1694,0.3333
15,2,13,150,200,0,10,28,16.23,0.585,0.782,-28.56,0.568,44.0,2540,0.3322
8,3,18,150,150,50,10,26,17.81,0.658,0.958,-35.31,0.504,50.5,1005,0.3321
10,3,13,250,200,50,10,23,17.63,0.639,0.874,-33.93,0.52,44.0,1008,0.3319
12,4,13,150,200,50,10,25,17.36,0.636,0.872,-33.28,0.522,46.2,1549,0.3318
8,3,8,150,150,50,10,16,17.77,0.65,0.944,-34.82,0.51,50.5,1090,0.3317
10,4,23,200,200,100,10,33,17.24,0.645,0.889,-33.52,0.515,42.9,1030,0.3317
15,4,18,200,200,100,10,33,15.95,0.602,0.816,-28.99,0.55,41.8,1690,0.3313
10,3,23,250,200,100,10,33,17.2,0.645,0.897,-33.51,0.513,41.8,986,0.3312
15,3,18,150,200,50,10,33,16.24,0.589,0.798,-28.89,0.562,45.1,2008,0.3312
7,2,8,250,200,100,10,15,17.83,0.647,0.891,-34.9,0.511,40.7,721,0.3306
8,4,13,150,150,50,10,21,17.85,0.658,0.961,-35.54,0.502,50.5,1041,0.3305
10,2,23,150,200,100,10,33,16.66,0.612,0.835,-30.87,0.54,40.7,1273,0.3305
8,3,13,250,200,100,10,21,17.63,0.645,0.896,-34.45,0.512,44.0,784,0.33
12,2,23,100,150,100,10,35,16.02,0.612,0.878,-29.74,0.539,48.4,2599,0.3297
8,4,23,100,150,50,10,31,17.97,0.665,0.974,-36.29,0.495,49.5,1511,0.3293
8,3,18,100,150,50,10,26,18.05,0.666,0.97,-36.56,0.494,48.4,1499,0.3289
15,4,8,150,200,50,10,23,16.5,0.602,0.82,-30.25,0.546,42.9,2186,0.3286
12,4,8,150,200,50,10,20,17.18,0.626,0.856,-32.81,0.524,45.1,1625,0.3278
12,4,13,250,200,0,10,25,17.45,0.627,0.859,-33.41,0.522,46.2,1250,0.3276
15,3,23,100,150,50,10,38,16.31,0.614,0.874,-30.6,0.533,46.2,3354,0.3271
7,3,8,250,150,50,10,15,18.0,0.666,0.949,-36.67,0.491,48.4,844,0.327
8,3,8,200,150,50,10,16,17.78,0.65,0.938,-35.37,0.503,50.5,979,0.3267
8,4,13,100,150,50,10,21,18.01,0.664,0.973,-36.67,0.491,49.5,1559,0.3263
8,4,23,200,150,0,10,31,17.41,0.642,0.934,-34.33,0.507,49.5,924,0.3255
15,4,23,150,200,0,10,38,16.58,0.597,0.813,-30.4,0.545,42.9,1942,0.3255
8,4,18,250,200,100,10,26,17.66,0.645,0.897,-35.06,0.504,41.8,769,0.3252
12,2,13,200,200,0,10,25,16.3,0.573,0.778,-28.76,0.567,42.9,1461,0.3251
15,2,13,250,150,100,10,28,14.64,0.561,0.78,-25.26,0.58,47.3,2442,0.3251
8,4,18,200,150,50,10,26,17.72,0.657,0.954,-35.87,0.494,50.5,930,0.3244
12,2,18,100,150,100,10,30,16.05,0.613,0.879,-30.37,0.529,48.4,2637,0.3241
8,3,13,250,150,50,10,21,17.77,0.662,0.956,-36.3,0.49,50.5,940,0.324
8,4,23,250,200,100,10,31,17.63,0.644,0.895,-35.06,0.503,41.8,769,0.324
12,4,8,100,150,0,10,20,17.31,0.647,0.927,-34.56,0.501,47.3,2711,0.324
7,4,18,100,150,0,10,25,18.02,0.659,0.947,-36.75,0.49,51.6,1279,0.323
10,2,13,150,200,0,10,23,17.1,0.603,0.824,-31.92,0.536,42.9,1359,0.3228
10,4,18,100,150,0,10,28,17.74,0.661,0.966,-36.36,0.488,49.5,1983,0.3228
8,4,18,100,150,50,10,26,17.7,0.651,0.951,-35.74,0.495,48.4,1526,0.3225
10,4,23,100,150,0,10,33,17.68,0.66,0.969,-36.2,0.489,49.5,1964,0.3225
10,2,13,250,200,100,10,23,16.75,0.617,0.839,-32.04,0.523,39.6,1055,0.3224
10,2,8,200,200,100,10,18,16.17,0.588,0.798,-29.51,0.548,39.6,1180,0.3222
10,3,23,200,200,100,10,33,17.17,0.643,0.894,-34.26,0.501,41.8,1024,0.3222
15,4,13,150,200,50,10,28,16.31,0.593,0.808,-30.05,0.543,42.9,2034,0.3218
10,3,13,150,200,100,10,23,17.19,0.642,0.88,-34.34,0.5,40.7,1220,0.3215
12,4,18,150,200,50,10,30,17.07,0.622,0.853,-32.99,0.517,46.2,1537,0.3215
15,2,23,250,150,100,10,38,14.63,0.561,0.778,-25.55,0.572,47.3,2296,0.3211
7,4,8,150,200,100,10,15,17.35,0.627,0.87,-34.03,0.51,42.9,864,0.3196
12,2,23,200,200,100,10,35,15.54,0.567,0.764,-27.59,0.563,42.9,1416,0.3191
10,4,13,250,200,100,10,23,17.15,0.641,0.887,-34.49,0.497,41.8,985,0.3187
10,2,8,200,200,0,10,18,17.14,0.604,0.818,-32.58,0.526,44.0,1266,0.3178
10,4,18,200,200,100,10,28,17.03,0.634,0.875,-33.97,0.501,41.8,1034,0.3178
12,2,13,200,200,100,10,25,15.51,0.565,0.76,-27.65,0.561,42.9,1450,0.3171
12,4,13,100,200,100,10,25,16.27,0.597,0.826,-30.62,0.531,44.0,2535,0.3171
10,2,13,150,200,100,10,23,16.62,0.61,0.831,-31.99,0.519,39.6,1319,0.317
15,2,18,150,200,50,10,33,15.42,0.549,0.729,-26.72,0.577,42.9,2273,0.3168
8,4,23,250,150,0,10,31,17.44,0.643,0.934,-35.41,0.493,49.5,910,0.3166
10,3,13,100,150,0,10,23,17.29,0.637,0.929,-34.77,0.497,48.4,1999,0.3166
12,4,8,250,200,0,10,20,17.3,0.623,0.838,-34.06,0.508,42.9,1328,0.3165
8,2,23,250,200,50,10,31,17.11,0.611,0.835,-33.13,0.516,45.1,800,0.3157
7,4,13,200,200,100,10,20,17.19,0.619,0.863,-33.68,0.51,41.8,728,0.3156
10,3,23,150,200,50,10,33,17.11,0.616,0.843,-33.43,0.512,47.3,1247,0.3154
12,3,8,150,200,0,10,20,17.16,0.617,0.827,-33.59,0.511,41.8,1709,0.3152
10,3,18,250,200,50,10,28,17.29,0.625,0.859,-34.33,0.504,45.1,992,0.3148
10,4,13,200,200,50,10,23,17.43,0.627,0.857,-34.74,0.502,46.2,1030,0.3148
8,3,23,250,150,0,10,31,17.35,0.636,0.918,-35.13,0.494,48.4,925,0.3141
15,4,8,150,200,100,10,23,15.45,0.574,0.776,-28.21,0.548,44.0,2143,0.3141
15,4,13,200,200,100,10,28,15.77,0.593,0.804,-29.8,0.529,41.8,1708,0.3141
10,3,8,250,200,50,10,18,16.97,0.606,0.82,-32.82,0.517,45.1,1063,0.3135
10,4,23,250,200,100,10,33,17.07,0.636,0.879,-34.63,0.493,42.9,985,0.3135
8,2,18,250,200,100,10,26,16.76,0.608,0.853,-32.51,0.515,42.9,794,0.3134
15,2,18,250,150,100,10,33,14.32,0.543,0.753,-24.81,0.577,47.3,2344,0.3131
7,4,18,200,200,100,10,25,17.14,0.617,0.86,-33.76,0.508,41.8,720,0.313
8,4,23,150,150,50,10,31,17.28,0.634,0.928,-35.06,0.493,50.5,1019,0.3127
12,3,13,200,200,100,10,25,16.07,0.59,0.815,-30.33,0.53,41.8,1294,0.3124
15,4,23,150,200,100,10,38,15.45,0.573,0.773,-28.39,0.544,42.9,2071,0.3118
7,2,18,200,200,100,10,25,17.2,0.624,0.866,-34.43,0.5,40.7,720,0.3117
7,4,23,200,200,100,10,30,17.13,0.616,0.858,-33.81,0.506,41.8,717,0.3117
7,3,23,150,200,100,10,30,17.18,0.622,0.865,-34.31,0.501,41.8,828,0.3115
8,4,8,150,150,50,10,16,17.34,0.632,0.924,-35.21,0.492,50.5,1101,0.3113
12,2,18,200,200,100,10,30,15.52,0.565,0.762,-28.18,0.551,42.9,1422,0.3113
15,4,18,150,200,0,10,33,16.44,0.589,0.803,-31.15,0.528,42.9,1960,0.311
10,4,13,250,200,50,10,23,17.3,0.62,0.848,-34.56,0.501,46.2,996,0.3105
8,3,18,150,150,0,10,26,17.22,0.628,0.913,-34.85,0.494,47.3,1018,0.3103
8,3,23,250,150,50,10,31,17.19,0.636,0.917,-35.24,0.488,50.5,922,0.3102
8,3,13,250,150,0,10,21,17.28,0.633,0.911,-35.28,0.49,48.4,961,0.3101
8,2,13,250,200,50,10,21,16.91,0.601,0.816,-32.78,0.516,45.1,818,0.3098
12,4,23,150,200,50,10,35,16.8,0.61,0.837,-33.09,0.508,46.2,1535,0.3095
15,4,8,250,200,0,10,23,16.39,0.589,0.802,-31.26,0.524,42.9,1777,0.3089
7,3,8,150,200,100,10,15,17.19,0.621,0.863,-34.6,0.497,40.7,861,0.3086
8,4,8,200,150,50,10,16,17.33,0.633,0.916,-35.53,0.488,50.5,979,0.3086
12,2,18,250,200,100,10,30,15.77,0.58,0.783,-29.66,0.532,41.8,1350,0.3086
10,3,13,200,200,50,10,23,17.29,0.625,0.855,-35.06,0.493,45.1,1060,0.3084
8,2,8,250,200,50,10,16,16.97,0.594,0.8,-32.71,0.519,41.8,863,0.3083
8,4,18,150,150,50,10,26,17.31,0.636,0.93,-35.74,0.484,50.5,1034,0.3081
10,2,8,250,200,0,10,18,16.95,0.595,0.806,-32.74,0.518,44.0,1234,0.308
15,2,13,100,200,100,5,28,15.28,0.571,0.774,-28.38,0.539,44.0,3808,0.3078
12,2,23,250,200,100,10,35,15.67,0.574,0.777,-29.31,0.535,42.9,1341,0.3069
12,3,18,150,200,50,10,30,16.38,0.586,0.796,-31.37,0.522,46.2,1493,0.306
8,4,8,200,150,0,10,16,17.34,0.629,0.916,-35.69,0.486,48.4,1004,0.3059
15,4,18,150,200,100,10,33,15.29,0.565,0.762,-28.29,0.54,42.9,2073,0.3054
7,3,13,200,200,100,10,20,17.28,0.625,0.872,-35.37,0.489,41.8,723,0.3052
15,2,13,100,150,50,10,28,15.68,0.58,0.816,-29.83,0.526,47.3,3885,0.3051
8,4,18,150,150,0,10,26,17.03,0.619,0.9,-34.57,0.493,48.4,1010,0.3048
7,4,13,250,200,100,10,20,17.05,0.611,0.851,-34.23,0.498,41.8,703,0.3046
10,4,23,150,200,50,10,33,16.88,0.604,0.828,-33.48,0.504,46.2,1277,0.3045
8,4,23,100,150,0,10,31,17.28,0.631,0.919,-35.8,0.483,48.4,1510,0.3044
8,4,18,100,200,100,10,26,17.35,0.633,0.884,-36.09,0.481,45.1,1538,0.3043
8,4,23,100,200,100,10,31,17.35,0.633,0.884,-36.09,0.481,45.1,1538,0.3043
7,3,18,150,200,100,10,25,17.09,0.617,0.858,-34.67,0.493,41.8,843,0.3041
8,2,8,250,200,0,10,16,17.3,0.605,0.836,-34.44,0.502,39.6,889,0.304
12,3,13,150,200,50,10,25,16.27,0.581,0.788,-31.12,0.523,45.1,1537,0.304
12,4,18,200,200,0,10,30,17.4,0.625,0.857,-35.8,0.486,45.1,1239,0.3038
15,4,8,200,200,0,10,23,16.05,0.573,0.779,-30.31,0.53,42.9,1817,0.3038
15,3,8,150,200,50,10,23,16.07,0.581,0.788,-30.77,0.522,45.1,2335,0.3032
8,2,23,150,200,50,10,31,16.99,0.603,0.824,-33.79,0.503,44.0,968,0.3031
10,3,13,150,200,50,10,23,17.12,0.613,0.835,-34.65,0.494,44.0,1287,0.3028
10,4,8,150,200,50,10,18,16.86,0.602,0.819,-33.53,0.503,45.1,1357,0.3028
7,4,23,100,150,0,10,30,17.17,0.623,0.899,-35.34,0.486,51.6,1277,0.3027
12,3,23,150,200,50,10,35,16.15,0.575,0.782,-30.73,0.525,46.2,1492,0.3022
15,2,18,200,150,100,10,33,14.29,0.54,0.752,-25.56,0.559,45.1,2368,0.3022
12,4,23,250,200,0,10,35,17.15,0.613,0.844,-34.83,0.493,44.0,1188,0.3019
10,3,18,150,200,50,10,28,16.84,0.602,0.823,-33.58,0.501,44.0,1261,0.3017
8,2,18,250,200,50,10,26,16.94,0.604,0.825,-34.01,0.498,45.1,814,0.3012
8,3,18,250,150,50,10,26,17.08,0.633,0.914,-35.99,0.475,50.5,932,0.3003
15,3,13,150,200,50,10,28,15.85,0.568,0.769,-29.98,0.529,44.0,2065,0.3002
8,2,18,150,200,50,10,26,17.02,0.605,0.826,-34.34,0.496,42.9,981,0.2997
10,4,18,200,200,50,10,28,16.96,0.61,0.837,-34.51,0.491,46.2,1019,0.2997
8,3,18,200,150,0,10,26,16.92,0.614,0.89,-34.69,0.488,47.3,946,0.2996
15,3,8,150,200,0,10,23,16.32,0.588,0.796,-32.07,0.509,44.0,2356,0.2994
12,2,8,250,200,50,10,20,15.94,0.562,0.752,-29.96,0.532,41.8,1614,0.2988
10,3,8,100,150,0,10,18,17.14,0.636,0.914,-36.5,0.47,48.4,2129,0.2986
10,4,13,150,200,50,10,23,17.12,0.613,0.836,-35.15,0.487,46.2,1297,0.2985
7,3,13,150,200,100,10,20,16.98,0.612,0.852,-34.83,0.488,41.8,837,0.2984
8,3,23,100,150,0,10,31,17.12,0.625,0.91,-35.86,0.477,47.3,1476,0.2982
8,2,23,250,200,100,10,31,16.53,0.596,0.836,-33.05,0.5,41.8,794,0.298
15,2,13,200,150,100,10,28,14.35,0.543,0.754,-26.16,0.549,48.4,2475,0.2979
12,2,13,250,200,100,10,25,15.45,0.562,0.755,-29.2,0.529,42.9,1383,0.2971
10,4,18,250,200,100,10,28,16.84,0.624,0.861,-35.37,0.476,44.0,977,0.2969
8,4,8,100,150,50,10,16,17.44,0.633,0.922,-37.2,0.469,49.5,1619,0.2966
12,2,8,200,200,50,10,20,15.75,0.551,0.745,-29.34,0.537,40.7,1651,0.2958
10,3,8,200,200,50,10,18,16.67,0.593,0.802,-33.51,0.497,44.0,1111,0.2951
15,4,8,200,200,100,10,23,15.12,0.554,0.748,-28.38,0.533,41.8,1824,0.2951
10,3,23,250,200,50,10,33,16.92,0.608,0.837,-34.91,0.485,46.2,985,0.2948
8,3,13,200,200,100,10,21,16.76,0.606,0.847,-34.57,0.485,44.0,836,0.2938
15,2,18,100,200,100,5,33,14.76,0.54,0.728,-27.13,0.544,44.0,3574,0.2938
10,4,18,150,200,50,10,28,16.74,0.598,0.819,-34.08,0.491,46.2,1280,0.2935
7,4,8,100,150,50,10,15,17.6,0.642,0.928,-38.52,0.457,48.4,1357,0.2934
8,2,23,200,200,50,10,31,16.67,0.59,0.806,-33.52,0.497,45.1,818,0.2933
7,4,18,250,200,100,10,25,16.86,0.602,0.838,-34.71,0.486,41.8,696,0.2924
10,3,18,200,200,50,10,28,16.78,0.602,0.823,-34.56,0.486,44.0,1030,0.2924
7,2,18,250,200,50,10,25,16.42,0.576,0.782,-32.42,0.507,44.0,707,0.2919
12,3,18,200,200,100,10,30,15.9,0.58,0.8,-31.67,0.502,41.8,1267,0.2911
10,3,8,150,200,0,10,18,17.0,0.594,0.803,-34.8,0.489,42.9,1387,0.2903
8,3,8,250,150,50,10,16,17.05,0.623,0.889,-36.6,0.466,50.5,986,0.29
7,2,23,200,200,100,10,30,16.78,0.603,0.836,-34.89,0.481,40.7,722,0.2899
8,2,18,200,200,50,10,26,16.67,0.591,0.806,-34.01,0.49,45.1,822,0.2899
10,3,23,200,200,50,10,33,16.84,0.606,0.832,-35.19,0.479,46.2,1021,0.2898
8,2,13,100,200,100,10,21,16.99,0.611,0.844,-35.82,0.474,45.1,1520,0.2896
10,3,8,250,200,0,10,18,16.9,0.589,0.795,-34.4,0.491,41.8,1118,0.2894
7,4,23,150,200,100,10,30,16.77,0.598,0.827,-34.65,0.484,41.8,848,0.2893
8,3,13,150,200,100,10,21,16.58,0.598,0.832,-34.37,0.482,44.0,954,0.2883
7,4,18,150,200,100,10,25,16.74,0.596,0.826,-34.67,0.483,41.8,852,0.288
8,4,13,250,150,50,10,21,17.11,0.629,0.908,-37.35,0.458,50.5,934,0.2879
12,2,13,100,150,100,10,25,15.57,0.587,0.839,-31.73,0.491,47.3,2729,0.2879
8,3,18,150,200,100,10,26,16.58,0.597,0.832,-34.42,0.482,44.0,945,0.2877
8,3,23,150,200,100,10,31,16.58,0.597,0.832,-34.42,0.482,44.0,945,0.2877
7,3,23,150,150,0,10,30,16.77,0.604,0.867,-35.23,0.476,48.4,864,0.2874
8,2,13,150,200,50,10,21,16.54,0.577,0.788,-33.18,0.498,44.0,1000,0.2874
10,4,18,250,200,50,10,28,16.84,0.604,0.828,-35.36,0.476,46.2,980,0.2874
12,3,13,150,200,100,10,25,15.92,0.58,0.8,-32.17,0.495,41.8,1564,0.2873
10,4,8,200,200,50,10,18,16.58,0.589,0.796,-34.02,0.487,45.1,1104,0.2871
10,3,8,150,200,50,10,18,16.48,0.583,0.794,-33.53,0.492,44.0,1367,0.2868
7,4,23,250,200,100,10,30,16.72,0.595,0.826,-34.71,0.482,40.7,691,0.2864
8,3,18,200,200,100,10,26,16.58,0.597,0.837,-34.58,0.479,44.0,822,0.2864
15,4,13,150,200,100,10,28,15.03,0.551,0.741,-28.92,0.52,42.9,2093,0.2863
7,4,13,150,200,100,10,20,16.73,0.596,0.825,-34.88,0.48,41.8,856,0.2858
8,3,13,200,150,0,10,21,16.71,0.605,0.876,-35.43,0.472,47.3,962,0.2854
8,4,8,100,200,100,10,16,17.11,0.618,0.855,-37.09,0.461,44.0,1530,0.2853
7,2,18,200,200,50,10,25,16.42,0.576,0.782,-33.19,0.495,42.9,717,0.2848
7,2,23,150,200,0,10,30,16.95,0.593,0.833,-35.27,0.481,42.9,816,0.2848
8,2,13,100,150,0,10,21,16.79,0.599,0.877,-35.32,0.475,46.2,1538,0.2848
8,2,18,200,200,0,10,26,16.75,0.588,0.824,-34.61,0.484,42.9,842,0.2846
7,2,8,250,200,50,10,15,16.36,0.56,0.756,-32.2,0.508,42.9,747,0.2845
12,4,8,200,200,0,10,20,16.69,0.593,0.796,-34.89,0.478,42.9,1367,0.2839
12,4,18,100,200,100,10,30,15.81,0.573,0.791,-31.92,0.495,44.0,2501,0.2839
12,4,23,100,200,100,10,35,15.81,0.573,0.791,-31.92,0.495,44.0,2514,0.2837
15,4,13,100,150,100,10,28,15.38,0.585,0.83,-31.71,0.485,45.1,3461,0.2837
15,2,23,200,150,100,10,38,14.19,0.535,0.745,-26.77,0.53,46.2,2322,0.2836
7,3,23,200,150,0,10,30,16.85,0.607,0.866,-36.06,0.467,49.5,808,0.2835
7,3,18,200,200,100,10,25,16.75,0.599,0.833,-35.44,0.473,40.7,719,0.2829
8,3,18,250,150,0,10,26,16.77,0.608,0.876,-36.07,0.465,47.3,937,0.2827
12,3,23,200,200,100,10,35,15.86,0.578,0.799,-32.43,0.489,41.8,1272,0.2827
7,3,23,200,200,100,10,30,16.74,0.598,0.832,-35.46,0.472,40.7,716,0.2821
8,2,8,200,200,50,10,16,16.39,0.566,0.763,-32.86,0.499,42.9,885,0.2821
8,2,8,150,200,50,10,16,16.42,0.565,0.766,-32.9,0.499,41.8,1074,0.2818
8,2,23,250,200,0,10,31,16.73,0.582,0.813,-34.57,0.484,42.9,819,0.2818
7,4,23,150,150,0,10,30,16.78,0.604,0.866,-36.02,0.466,50.5,862,0.2813
7,2,23,250,200,0,10,30,16.63,0.574,0.8,-33.96,0.49,42.9,692,0.2811
7,3,18,200,150,0,10,25,16.86,0.606,0.863,-36.32,0.464,49.5,813,0.2811
7,3,23,100,150,0,10,30,16.83,0.607,0.873,-36.36,0.463,50.5,1246,0.281
8,4,8,250,150,50,10,16,16.82,0.614,0.882,-36.8,0.457,50.5,988,0.2807
12,3,18,250,200,100,10,30,15.66,0.568,0.782,-31.7,0.494,41.8,1210,0.2803
7,2,13,250,200,50,10,20,16.45,0.571,0.773,-33.55,0.49,44.0,712,0.2799
10,2,8,200,200,50,10,18,15.94,0.56,0.747,-31.89,0.5,41.8,1189,0.2798
7,2,23,200,200,0,10,30,16.68,0.579,0.814,-34.55,0.483,42.9,700,0.2797
12,4,13,150,200,0,10,25,16.63,0.588,0.8,-34.97,0.476,44.0,1611,0.2795
12,3,23,250,200,100,10,35,15.63,0.566,0.78,-31.73,0.493,42.9,1206,0.279
7,3,18,150,150,0,10,25,16.65,0.594,0.85,-35.53,0.469,48.4,879,0.2785
7,2,23,200,200,50,10,30,16.24,0.568,0.77,-33.17,0.49,44.0,718,0.278
8,3,8,100,200,100,10,16,17.01,0.61,0.846,-37.37,0.455,44.0,1550,0.2778
15,4,8,100,150,100,10,23,15.48,0.588,0.836,-32.8,0.472,47.3,3539,0.2777
7,2,8,250,200,0,10,15,16.96,0.588,0.818,-35.92,0.472,41.8,746,0.2776
10,4,23,250,200,50,10,33,16.68,0.595,0.816,-35.76,0.466,46.2,983,0.2776
8,4,18,200,150,0,10,26,16.34,0.585,0.848,-34.47,0.474,49.5,934,0.2774
12,4,8,100,200,100,10,20,15.83,0.574,0.793,-32.78,0.483,44.0,2602,0.2771
7,2,18,150,200,50,10,25,16.37,0.57,0.773,-33.71,0.486,44.0,830,0.277
8,3,23,200,200,100,10,31,16.34,0.586,0.82,-34.58,0.473,44.0,823,0.2768
10,4,23,200,200,50,10,33,16.63,0.594,0.813,-35.78,0.465,46.2,1016,0.2759
8,3,13,100,200,100,10,21,17.04,0.615,0.856,-37.98,0.449,44.0,1525,0.2758
10,3,8,200,200,0,10,18,16.65,0.577,0.776,-34.94,0.476,42.9,1152,0.275
7,2,23,250,200,50,10,30,16.15,0.563,0.764,-33.06,0.488,44.0,703,0.2749
8,3,18,100,200,100,10,26,17.05,0.616,0.858,-38.25,0.446,44.0,1520,0.2748
8,3,23,100,200,100,10,31,17.05,0.616,0.858,-38.25,0.446,44.0,1520,0.2748
12,4,23,200,200,0,10,35,16.68,0.591,0.808,-35.89,0.465,44.0,1229,0.2746
8,2,8,200,200,0,10,16,16.86,0.585,0.81,-35.96,0.469,39.6,914,0.2743
8,3,8,100,150,0,10,16,16.65,0.598,0.86,-36.32,0.458,47.3,1650,0.2741
15,4,18,100,150,100,10,33,15.29,0.58,0.824,-32.38,0.472,45.1,3435,0.2741
7,2,18,150,200,0,10,25,16.95,0.591,0.831,-36.56,0.464,41.8,823,0.274
8,2,23,100,200,100,10,31,16.78,0.601,0.832,-36.77,0.456,44.0,1509,0.274
15,4,8,150,200,0,10,23,15.82,0.56,0.764,-32.37,0.489,42.9,2275,0.2738
15,4,23,250,200,100,10,38,15.08,0.553,0.746,-30.46,0.495,41.8,1603,0.2738
7,3,8,100,150,50,10,15,17.36,0.63,0.909,-40.04,0.433,49.5,1348,0.2731
8,2,18,100,200,100,10,26,16.68,0.596,0.824,-36.43,0.458,44.0,1516,0.2731
12,2,8,150,200,50,10,20,15.39,0.534,0.724,-30.15,0.51,40.7,1996,0.2726
10,4,8,100,150,0,10,18,16.6,0.606,0.882,-36.92,0.45,49.5,2082,0.2724
15,2,8,250,200,0,10,23,14.81,0.51,0.679,-27.71,0.534,42.9,2808,0.2724
15,4,23,100,150,100,10,38,15.26,0.578,0.82,-32.4,0.471,45.1,3430,0.2723
15,4,13,250,200,100,10,28,15.02,0.55,0.743,-30.34,0.495,41.8,1626,0.2721
15,4,18,250,200,100,10,33,15.03,0.55,0.743,-30.47,0.493,41.8,1606,0.2715
15,3,13,200,200,100,10,28,14.95,0.549,0.749,-30.3,0.493,41.8,1827,0.2707
8,2,8,150,200,0,10,16,16.61,0.573,0.792,-35.23,0.472,39.6,1100,0.2701
8,4,18,100,150,0,10,26,16.45,0.587,0.853,-35.77,0.46,48.4,1515,0.27
10,4,8,200,200,0,10,18,16.83,0.587,0.796,-36.59,0.46,44.0,1091,0.2699
10,2,8,250,200,100,10,18,15.57,0.556,0.75,-32.07,0.486,39.6,1141,0.2698
12,2,8,200,200,100,10,20,15.05,0.538,0.727,-30.04,0.501,40.7,1618,0.2697
12,3,13,250,200,100,10,25,15.14,0.54,0.746,-30.45,0.497,41.8,1238,0.2688
8,2,23,200,200,0,10,31,16.48,0.571,0.797,-35.05,0.47,41.8,836,0.2686
8,3,13,150,150,0,10,21,16.62,0.6,0.873,-37.12,0.448,47.3,1040,0.2685
8,4,23,250,150,50,10,31,16.38,0.596,0.86,-36.34,0.451,50.5,921,0.2685
12,3,23,150,200,100,10,35,15.61,0.563,0.773,-32.76,0.477,41.8,1560,0.2682
12,2,8,250,200,0,10,20,15.52,0.538,0.716,-31.21,0.497,41.8,1649,0.2678
8,2,8,100,200,100,10,16,16.68,0.592,0.82,-36.9,0.452,44.0,1588,0.2674
8,4,18,250,150,50,10,26,16.4,0.599,0.867,-36.75,0.446,49.5,930,0.2674
10,4,8,250,200,50,10,18,16.36,0.578,0.781,-35.41,0.462,45.1,1069,0.2669
15,4,8,250,200,100,10,23,14.75,0.532,0.716,-29.44,0.501,42.9,1675,0.2666
8,3,8,250,150,0,10,16,16.67,0.602,0.858,-37.65,0.443,47.3,996,0.2664
8,2,18,150,200,0,10,26,16.33,0.566,0.789,-34.74,0.47,42.9,986,0.2662
7,2,8,200,200,0,10,15,16.7,0.576,0.798,-36.21,0.461,41.8,768,0.2655
15,3,18,200,200,100,10,33,14.89,0.547,0.744,-30.66,0.486,41.8,1800,0.2655
7,2,13,150,200,50,10,20,16.33,0.563,0.762,-34.73,0.47,44.0,856,0.2649
15,3,23,200,200,100,10,38,14.89,0.546,0.744,-30.67,0.485,41.8,1797,0.2649
12,2,13,150,200,0,10,25,15.48,0.536,0.717,-31.33,0.494,41.8,1749,0.2648
8,4,13,250,150,0,10,21,16.4,0.59,0.854,-36.57,0.449,49.5,943,0.2647
